Name,Ticker,"Sub-Sector","Market Cap","Total Revenue","Taxes & Other Items","Interest & Other Items","Payout Ratio","Earnings Per Share","Net Income","Depreciation & Amortization","PBT","Dividend Per Share","EBITDA","PBIT","Employee Cost","Operating & Other expenses"
Vodafone Idea Ltd,IDEA,"Telecom Services","89912.7634656","43520.399999999994","828.6","25765.5","0","-6.323594141872864","-31238.399999999998","22633.5","-30409.8","0","17989.2","-4644.299999999999","2122.4","16963.499999999996"
Aurobindo Pharma Ltd,AUROPHARMA,"Pharmaceuticals","89394.081804045","29559.25","1207.02","289.71","0.08309954838841836","54.151918840357595","3172.9700000000025","1521.66","4379.9900000000025","4.5","6191.360000000002","4669.700000000003","3922.94","1096.3199999999965"
Adani Total Gas Ltd,ATGL,"Gas Distribution","87264.431035635","4536.66","228.81","111.45","0.041191388876404535","6.069229681721325","667.4999999999993","157.88","896.3099999999994","0.25","1165.6399999999994","1007.7599999999994","66.71","178.85000000000025"
Hindustan Petroleum Corp Ltd,HINDPETRO,"Oil & Gas - Refining & Marketing","86698.128455165","437581.43","4485.66","2556","0.2792983789021406","75.18890758865192","16014.609999999964","5596.43","20500.269999999964","21.00014000093334","28652.699999999964","23056.269999999964","3469.74","11045.820000000003"
Mazagon Dock Shipbuilders Ltd,MAZDOCK,"Shipbuilding","84266.082","10568.05","487.86","9.33","0","96.03698745599677","1936.969999999999","83.13","2424.829999999999",,"2517.289999999999","2434.159999999999","896.55","1945.79"
Dixon Technologies (India) Ltd,DIXON,"Home Electronics & Appliances","84136.2362295","17723.7","126.08000000000001","80.96","0","61.609076629461775","367.7500000000007","161.88","493.83000000000067",,"736.6700000000006","574.7900000000006","332.67","391.2099999999999"
PB Fintech Ltd,POLICYBZR,"Online Services","81900.91566736","3818.25","10.129999999999999","26.72","0","1.4862648980734252","66.98000000000019","88.72","77.11000000000018",,"192.55000000000018","103.83000000000018","1644.12","179.7199999999998"
Muthoot Finance Ltd,MUTHOOTFIN,"Consumer Finance","80975.2668147","15162.75","1672.22",,"0","107.71519848739393","4324.280000000001","92.11","5996.500000000001",,"6088.610000000001","5996.500000000001","1828.21","6178.24"
Prestige Estates Projects Ltd,PRESTIGE,"Real Estate","80736.07468608","9436.6","748.2","1219.1","0","34.278659140592175","1374.0999999999997","716.5","2122.2999999999997",,"4057.8999999999996","3341.3999999999996","746.7","3072.6000000000004"
Godrej Properties Ltd,GODREJPROP,"Real Estate","80212.57744864","4361.96","274.72","152.11","0","26.085896991965896","725.269999999999","44.56","999.989999999999","0","1196.659999999999","1152.099999999999","331.32","2184.1600000000008"
Persistent Systems Ltd,PERSISTENT,"Software Services","79246.61865967","9949.61","354.10999999999996","46.73","0.5465706447187924","47.56933115823822","1093.5000000000011","309.37","1447.610000000001","26","1803.710000000001","1494.340000000001","5960.97","1830.769999999999"
Tube Investments of India Ltd,TIINDIA,"Cycles","77812.5747348","17735.47","1017.7900000000001","72.59","0.05633558712073871","62.127691906339464","1200.6900000000041","465.49","2218.480000000004","3.5","2756.560000000004","2291.0700000000043","1493.24","1065.8299999999986"
SBI Cards and Payment Services Ltd,SBICARD,"Payment Infrastructure","74177.48172789","17483.5","823.92",,"0.09848097226605974","25.385614525066934","2407.880000000001","196.75","3231.800000000001","2.5","3428.550000000001","3231.800000000001","569.69","13485.26"
Bharat Forge Ltd,BHARATFORG,"Iron & Steel","73362.80074424","15914.81","487.86","491.17","0.12242318925909182","20.420967752352002","951.13","848.2","1438.99","2.5","2778.36","1930.16","1862.09","2391.06"
Yes Bank Ltd,YESBANK,"Private Banks","73100.93642632","32960.89","252.48000000000002",,"0","0.4468534859817832","1285.209999999998","545.55","1537.689999999998","0","2083.239999999998","1537.689999999998","3887.32","25860.29"
Alkem Laboratories Ltd,ALKEM,"Pharmaceuticals","72818.67195","12978.42","227.35999999999996","112.41","0.26632586578459366","150.1919458035379","1795.770000000001","299.3","2023.1300000000008","40","2434.840000000001","2135.540000000001","2201.01","1093.0699999999988"
Indian Railway Catering and Tourism Corporation Ltd,IRCTC,"Online Services","72444","4441.900000000001","384.97","18.64","0.46801310436692184","13.888500000000013","1111.080000000001","57.22","1496.050000000001","6.5","1571.9100000000012","1514.6900000000012","289.05","1817.5099999999998"
Berger Paints India Ltd,BERGEPAINT,"Paints","72302.67095898","11303.62","389.15","78.25","0.34941301627502663","10.016799137342707","1167.7400000000011","330.88","1556.8900000000012","3.5","1966.0200000000013","1635.1400000000012","713.03","1937.5699999999997"
Kalyan Jewellers India Ltd,KALYANKJIL,"Precious Metals, Jewellery & Watches","71918.13983485999","18622","191.48","378.59","0.20692106408196023","5.799312918305344","597.360000000001","274.3","788.840000000001","1.2","1441.730000000001","1167.430000000001","606.37","-1131.1299999999997"
SRF Ltd,SRF,"Diversified Chemicals","70796.623078875","13221.54","356.51","302.29","0.16033440941521723","44.90614351754149","1335.7100000000012","672.62","1692.2200000000012","7.2","2667.130000000001","1994.5100000000011","935.03","768.2100000000011"
PI Industries Ltd,PIIND,"Diversified Chemicals","70615.27707745999","7884","213.2","43.6","0.1354992801070473","110.70169515402358","1681.5","308.2","1894.7","15","2246.5","1938.3","730.6","381.00000000000006"
Linde India Ltd,LINDEINDIA,"Commodity Chemicals","70500.20294295","2853.4300000000003","144.79","7.27","0.23576002119376135","50.8992149696903","434.0900000000006","200.94","578.8800000000006","12","787.0900000000005","586.1500000000005","53.81","83.51999999999975"
JSW Infrastructure Ltd,JSWINFRA,"Ports","69931.298274875","4032.2999999999997","309.12","332.46","0.09432351823887679","5.830995389793568","1155.9099999999994","436.48","1465.0299999999993","0.55","2233.9699999999993","1797.4899999999993","284.64","1231.7300000000002"
General Insurance Corporation of India,GICRE,"Insurance","69307.572","46556.85","1239.04",,"0","38.10915412676697","6685.869999999997","11.86","7924.909999999997",,"7936.769999999997","7924.909999999997","223.17","359.4400000000023"
Ashok Leyland Ltd,ASHOKLEY,"Trucks & Buses","69285.00157722","46766.7","1622.55","2982.25","0.585228124118189","8.458240122103785","2483.5199999999923","927.29","4106.069999999992","4.95","8015.609999999992","7088.319999999992","3714.94","1228.0700000000043"
Bharti Hexacom Ltd,BHARTIHEXA,"Telecom Services","69050","7337.5","418.9","644.4","0.3965107057890566","10.087999999999992","504.39999999999964","1739.2","923.2999999999996","4","3306.8999999999996","1567.6999999999996","105.4","1895.5"
Supreme Industries Ltd,SUPREMEIND,"Plastic Products","68058.4564086","10306.81","335.65999999999997","16.12","0.35624332535616815","84.2121041004946","1069.7199999999993","298.38","1405.3799999999992","30","1719.8799999999992","1421.499999999999","385.1","643.9400000000004"
Indian Bank,INDIANB,"Public Banks","68028.415860405","64231.68000000001","2597.94",,"0.1847449016023687","64.95443119630936","8419.410000000005","531.14","11017.350000000006","12","11548.490000000005","11017.350000000006","9319.9","41291.78"
Oberoi Realty Ltd,OBEROIRLTY,"Real Estate","65753.82853908","4827.62","549.14","218.44","0.07549096584656911","52.9864726877354","1926.5999999999995","47.52","2475.7399999999993","4","2741.6999999999994","2694.1799999999994","236.78","1738.6100000000001"
Fertilisers And Chemicals Travancore Ltd,FACT,"Fertilizers & Agro Chemicals","65535.449526719996","5258.05","-102.67","246.93","0","2.2590995418386077","146.18000000000035","26.57","43.51000000000033",,"317.01000000000033","290.44000000000034","283.94","405.7999999999996"
Patanjali Foods Ltd,PATANJALI,"Packaged Foods & Meats","65490.298830495","31961.62","294.93999999999994","197.54","0","21.136764615821786","765.1400000000009","268.83","1060.0800000000008",,"1526.4500000000007","1257.6200000000008","354.11","1649.4299999999994"
Voltas Ltd,VOLTAS,"Home Electronics & Appliances","62517.3627756","12734.47","233.8","55.88","0.7218890555555586","7.618899272225779","251.99999999999892","47.59","485.79999999999893","5.5","589.269999999999","541.6799999999989","778.76","608.9199999999997"
NMDC Ltd,NMDC,"Mining - Iron Ore","62164.0112902","22678.73","2380.8","78.24","0","19.00927755262619","5570.87","350.66","7951.67",,"8380.57","8029.91","1625.54","2371.8400000000006"
Jindal Stainless Ltd,JSL,"Iron & Steel","61749.35975411999","38883.87","879.26","554.39","0.06069818318523079","32.94991538538577","2713.209999999999","878.83","3592.469999999999","2","5025.689999999999","4146.859999999999","642.99","3987.540000000003"
Phoenix Mills Ltd,PHOENIXLTD,"Real Estate","61590.137428969996","4109.87","543.71","395.87","0.0812635723513037","61.52818360464048","1099.2199999999993","270.2","1642.9299999999994","5","2308.9999999999995","2038.7999999999995","298.95","845.0300000000002"
Indian Renewable Energy Development Agency Ltd,IREDA,"Specialized Finance","61117.081649734","4965.29","433.01",,"0","5.036758460170763","1252.2300000000002","30.35","1685.2400000000002","0","1715.5900000000001","1685.2400000000002","71.32","3178.38"
Schaeffler India Ltd,SCHAEFFLER,"Auto Parts","60228.4931611","7375.46","314.75","4.86","0.45203615269960634","57.51752342091518","899.0199999999998","223.01","1213.7699999999998","26","1441.6399999999996","1218.6299999999997","461.94","570.4300000000001"
Aditya Birla Capital Ltd,ABCAPITAL,"Diversified Financials","59173.86984586","34864.49","1247.38",,"0","13.29202636731528","3334.9800000000005","193.82","4582.360000000001","0","4776.18","4582.360000000001","1537.88","9273.57"
UNO Minda Ltd,UNOMINDA,"Auto Parts","59170.455046475","14279.689999999999","311.52","113.02","0.1303073109472801","15.348332994218278","880.3099999999988","526.22","1191.8299999999988","2","1831.0699999999988","1304.8499999999988","1778.73","493.1000000000003"
Abbott India Ltd,ABBOTINDIA,"Pharmaceuticals","59037.04199311","6123.530000000001","416.53","12.45","0.7252804498759593","565.2985683953291","1201.2200000000005","71.17","1617.7500000000005","410","1701.3700000000006","1630.2000000000005","576.58","186.18000000000004"
Thermax Limited,THERMAX,"Industrial Machinery","58794.70018924499","9682.15","223.68","87.59","0.20943058021324099","57.298222579442175","645.2799999999993","148.08","868.9599999999994","12","1104.6299999999994","956.5499999999994","1158.93","1488.91"
Balkrishna Industries Ltd,BALKRISIND,"Tires & Rubber","58682.39961045","9818.09","469.51","113.45","0.21020020795248356","76.11790756941997","1471.4899999999998","650.72","1940.9999999999998","16","2705.17","2054.45","499.51","667.4900000000001"
UCO Bank,UCOBANK,"Public Banks","58153.780568064","25119.87","897.3000000000001",,"0.20027329659776896","1.3980895344343136","1671.5499999999965","280.92","2568.8499999999967","0.28","2849.769999999997","2568.8499999999967","4886.67","16622.69"
L&T Technology Services Ltd,LTTS,"Software Services","57978.329765065006","9854.599999999999","500.1","50.9","0.40516608307125923","123.40618351118539","1303.6999999999985","271.6","1803.7999999999984","50","2126.2999999999984","1854.6999999999985","4929.8","2048.8"
Fsn E-Commerce Ventures Ltd,NYKAA,"Wellness Services","57064.444711511","6415.57","36.769999999999996","83.56","0","0.11302571215531795","32.26000000000006","224.23","69.03000000000006","0","376.82000000000005","152.59000000000006","564.9","13.729999999999649"
MRF Ltd,MRF,"Tires & Rubber","56934.24874061","25486.05","706.2","361.03","0.04075631600695747","4907.214871085458","2081.2199999999993","1429.97","2787.419999999999","200","4578.419999999999","3148.449999999999","1796.78","1233.160000000001"
Tata Communications Ltd,TATACOMM,"Telecom Services","56860.35","21253.26","194.75","644.15","0.4915112460499413","33.976842105263145","968.3399999999997","2469.67","1163.0899999999997","16.7","4276.91","1807.2399999999998","4452.95","10805.679999999997"
Mphasis Ltd,MPHASIS,"IT Services & Consulting","56848.35037251999","13496.32","513.5","160.87","0","82.39682388177312","1554.8200000000006","410.5","2068.3200000000006",,"2639.6900000000005","2229.1900000000005","7925.33","2301.2599999999993"
Container Corporation of India Ltd,CONCOR,"Logistics","56515.09724874","9212.72","407.95","71.73","0.5558417091996605","20.689343404183358","1260.59","618.61","1668.54","11.5","2358.88","1740.27","463.13","5728.83"
Hitachi Energy India Ltd,POWERINDIA,"Heavy Electrical Equipments","54787.638906","5246.78","57.919999999999995","56.61","0.10350879228233024","38.64406019818696","163.77999999999955","90.01","221.69999999999953","4","368.31999999999954","278.30999999999955","490.15","425.67000000000024"
Sundaram Finance Ltd,SUNDARMFIN,"Consumer Finance","54481.730845625","7285.5","525.1099999999999",,"0.23021402557067458","130.31351988930035","1436.0199999999998","182.86","1961.1299999999997","30","2143.99","1961.1299999999997","832.13","3912.9300000000003"
IDFC First Bank Ltd,IDFCFIRSTB,"Private Banks","54466.806162489","36256.84","914.8000000000001",,"0","4.299152809905774","2942.349999999996","630.76","3857.149999999996","0","4487.909999999996","3857.149999999996","5633.66","24258.91"
United Breweries Ltd,UBL,"Alcoholic Beverages","54181.90313308","8196.42","141.11","6.89","0.06448434236519282","15.5076405111914","410.02999999999986","211.9","551.1399999999999","1","769.9299999999998","558.0299999999999","647.35","3468.2099999999996"
AU Small Finance Bank Ltd,AUBANK,"Consumer Finance","53842.43670315","12300.599999999999","464.71000000000004",,"0.043522839703659326","22.976441951142302","1534.719999999999","225.44","1999.429999999999","1","2224.869999999999","1999.429999999999","2103.68","6777.49"
Procter & Gamble Hygiene and Health Care Ltd,PGHH,"FMCG - Personal Products","53718.13588064","4257.95","264.18","26.78","0","207.95","675.02","56.5","939.2","0","1022.48","965.98",,"3235.47"
Steel Authority of India Ltd,SAIL,"Iron & Steel","53552.260371885","106884.32","995.14","2473.86","0","7.424406789535592","3066.6700000000064","5278.37","4061.8100000000063",,"11814.040000000006","6535.670000000006","11765.72","7808.259999999997"
BSE Ltd,BSE,"Stock Exchanges & Ratings","52744.660111785","2096.34","217.13000000000002","38.7","0.26096100605095124","57.47985197861833","778.3900000000002","95.44","995.5200000000002","15","1129.6600000000003","1034.2200000000003","204.71","362.9799999999999"
Ola Electric Mobility Ltd,OLAELEC,"Two Wheelers","51584.655505075","5243.2699999999995","0","186.57","0","-8.102482920488649","-1584.4000000000008","357.64","-1584.4000000000008",,"-1040.1900000000007","-1397.8300000000008","438.87","194.5300000000003"
